"Date","Mkt_RF","SMB","HML","RMW","CMA","RF","Mkt_RF_3mo","Mkt_RF_12mo","Mkt_RF_36mo","SMB_3mo","SMB_12mo","SMB_36mo","HML_3mo","HML_12mo","HML_36mo","RMW_3mo","RMW_12mo","RMW_36mo","CMA_3mo","CMA_12mo","CMA_36mo"
2010-07-01,6.92,0.04,-0.5,0.17,2.02,0.01,-2.18333333333334,1.2475,-0.402222222222222,-0.766666666666666,0.627500000000002,0.41138888888889,-2.57000000000001,0.424166666666666,-0.185833333333333,0.456666666666662,0.344166666666668,0.668611111111111,0.0666666666666684,0.640833333333333,0.119444444444444
2010-08-01,-4.77,-3.06,-1.73,0.6,-1.6,0.01,-1.14,0.572500000000001,-0.560833333333333,-1.81333333333333,0.380833333333335,0.335555555555556,-2.32000000000001,-0.353333333333334,-0.181944444444444,0.223333333333329,0.631666666666668,0.720555555555556,-0.386666666666665,0.232499999999999,0.0908333333333333
2010-09-01,9.55,3.65,-3.02,-0.19,0.38,0.01,3.9,1.02833333333333,-0.385,0.210000000000001,0.458333333333335,0.504722222222223,-1.75000000000001,-0.700833333333334,-0.205555555555556,0.193333333333329,0.520000000000001,0.728888888888889,0.266666666666668,0.235833333333333,0.183055555555555
2010-10-01,3.87,0.73,-2.46,1.28,-0.38,0.01,2.88333333333333,1.56333333333333,-0.327222222222222,0.440000000000001,0.923333333333335,0.525833333333334,-2.40333333333334,-0.558333333333334,-0.194166666666667,0.563333333333329,0.275000000000001,0.773611111111111,-0.533333333333332,0.327499999999999,0.170833333333333
2010-11-01,0.59,3.54,-0.9,0.32,1.79,0.01,4.67,1.1475,-0.1775,2.64,1.44833333333334,0.705000000000001,-2.12666666666667,-0.605833333333334,-0.188888888888889,0.469999999999995,0.226666666666668,0.733888888888889,0.596666666666668,0.476666666666666,0.230555555555555
2010-12-01,6.82,0.97,3.56,-3.42,3.17,0.01,3.76,1.4875,0.0361111111111112,1.74666666666667,1.0175,0.726944444444445,0.0666666666666614,-0.3,-0.0758333333333333,-0.606666666666671,-0.117499999999999,0.613888888888889,1.52666666666667,0.748333333333333,0.348333333333333
2011-01-01,1.98,-2.31,0.61,-0.64,0.81,0.01,3.13,1.93166666666667,0.266666666666667,0.733333333333334,0.791666666666669,0.680277777777779,1.08999999999999,-0.276666666666667,-0.17,-1.24666666666667,-0.0808333333333321,0.537222222222222,1.92333333333333,0.773333333333333,0.313611111111111
2011-02-01,3.48,1.65,1.18,-1.83,0.84,0.01,4.09333333333333,1.93916666666667,0.449166666666667,0.103333333333334,0.805000000000002,0.74388888888889,1.78333333333333,-0.443333333333334,-0.117222222222222,-1.96333333333334,-0.209166666666665,0.456666666666667,1.60666666666667,0.724999999999999,0.363888888888889
2011-03-01,0.46,2.56,-1.84,1.73,-0.07,0.01,1.97333333333333,1.4525,0.488055555555556,0.633333333333334,0.865833333333335,0.798611111111112,-0.0166666666666722,-0.779166666666667,-0.176944444444444,-0.246666666666671,-0.0141666666666654,0.48,0.526666666666668,0.574166666666666,0.348888888888889
2011-04-01,2.9,-0.53,-2.44,1.12,-0.86,0,2.28,1.5275,0.440555555555556,1.22666666666667,0.408333333333335,0.816111111111112,-1.03333333333334,-1.22916666666667,-0.218055555555556,0.339999999999996,0.0283333333333346,0.460833333333333,-0.0299999999999983,0.356666666666666,0.396111111111111
2011-05-01,-1.27,-0.72,-1.85,1.92,-1.43,0,0.696666666666662,2.08,0.353333333333333,0.436666666666667,0.341666666666669,0.711666666666667,-2.04333333333334,-1.17666666666667,-0.227777777777778,1.59,0.0800000000000012,0.488611111111111,-0.786666666666665,0.257499999999999,0.3525
2011-06-01,-1.74,0.06,-0.2,2.27,-1.42,0,-0.0366666666666712,2.39916666666667,0.539166666666667,-0.396666666666666,0.548333333333335,0.681111111111112,-1.49666666666667,-0.799166666666667,-0.163611111111111,1.77,0.277500000000001,0.413333333333333,-1.23666666666666,0.270833333333333,0.332222222222222
2011-07-01,-2.35,-1.11,-0.91,2.68,-1.73,0,-1.78666666666667,1.62666666666667,0.494722222222222,-0.589999999999999,0.452500000000002,0.547222222222223,-0.986666666666672,-0.833333333333334,-0.333333333333333,2.29,0.486666666666668,0.525555555555555,-1.52666666666666,-0.0416666666666673,0.256666666666667
2011-08-01,-5.96,-3.09,-2.43,3.41,-0.26,0.01,-3.35,1.5275,0.286666666666667,-1.38,0.450000000000002,0.370277777777778,-1.18000000000001,-0.891666666666667,-0.443055555555556,2.78666666666666,0.720833333333335,0.569444444444444,-1.13666666666666,0.0699999999999994,0.231111111111111
2011-09-01,-7.57,-3.49,-1.53,1.99,0.15,0,-5.29333333333334,0.100833333333334,0.336111111111111,-2.56333333333333,-0.144999999999998,0.262777777777778,-1.62333333333334,-0.7675,-0.642777777777778,2.69333333333333,0.902500000000001,0.558055555555555,-0.613333333333332,0.0508333333333327,0.188055555555555
2011-10-01,11.34,3.25,0.06,-2.25,-0.73,0,-0.730000000000005,0.723333333333334,1.12888888888889,-1.11,0.065000000000002,0.438055555555556,-1.30000000000001,-0.5575,-0.588611111111111,1.05,0.608333333333335,0.419722222222222,-0.279999999999998,0.021666666666666,0.129444444444444
2011-11-01,-0.27,-0.3,-0.52,1.94,1.44,0,1.16666666666666,0.651666666666668,1.33638888888889,-0.18,-0.254999999999998,0.540833333333334,-0.663333333333339,-0.525833333333334,-0.430555555555556,0.559999999999996,0.743333333333335,0.343888888888889,0.286666666666668,-0.00750000000000063,0.103055555555555
2011-12-01,0.75,-0.29,1.54,1.06,2.47,0,3.94,0.145833333333334,1.30805555555556,0.886666666666667,-0.359999999999998,0.440277777777778,0.359999999999994,-0.694166666666667,-0.389166666666667,0.249999999999996,1.11666666666667,0.3725,1.06,-0.0658333333333339,0.213888888888889
2012-01-01,5.05,2.02,-0.93,-2.06,-1.48,0,1.84333333333333,0.401666666666667,1.67305555555556,0.476666666666667,0.000833333333335388,0.554444444444445,0.0299999999999944,-0.8225,-0.108888888888889,0.313333333333329,0.998333333333335,0.315277777777778,0.810000000000002,-0.256666666666667,0.205
2012-02-01,4.4,-1.67,0.42,-0.36,-0.08,0,3.4,0.478333333333334,2.07694444444444,0.0200000000000004,-0.275833333333331,0.540555555555556,0.343333333333328,-0.885833333333334,0.086111111111111,-0.453333333333337,1.12083333333333,0.277222222222222,0.303333333333335,-0.333333333333334,0.22
2012-03-01,3.11,-0.48,1.19,-0.61,0.7,0,4.18666666666666,0.699166666666667,1.91305555555556,-0.0433333333333329,-0.529166666666665,0.510833333333334,0.226666666666661,-0.633333333333334,0.0224999999999999,-1.01,0.925833333333335,0.331944444444444,-0.286666666666665,-0.269166666666667,0.295
2012-04-01,-0.84,-0.5,-0.77,1.3,0.66,0,2.22333333333333,0.387500000000001,1.60722222222222,-0.883333333333333,-0.526666666666665,0.298611111111112,0.279999999999994,-0.494166666666667,-0.148333333333333,0.109999999999996,0.940833333333335,0.330833333333333,0.426666666666668,-0.142500000000001,0.299444444444444
2012-05-01,-6.17,-0.08,-0.95,2.03,2.36,0.01,-1.30000000000001,-0.0208333333333326,1.29138888888889,-0.353333333333333,-0.473333333333331,0.358611111111112,-0.176666666666672,-0.419166666666667,-0.186111111111111,0.906666666666663,0.950000000000001,0.409722222222222,1.24,0.173333333333333,0.420277777777778
2012-06-01,3.9,0.89,0.55,-1.06,0.45,0,-1.03666666666667,0.449166666666667,1.38805555555556,0.103333333333334,-0.404166666666665,0.320277777777778,-0.390000000000006,-0.356666666666667,-0.0941666666666668,0.756666666666663,0.672500000000001,0.419444444444444,1.15666666666667,0.329166666666666,0.443055555555555
2012-07-01,0.79,-2.81,-0.06,1.04,0.01,0,-0.493333333333339,0.710833333333334,1.195,-0.666666666666666,-0.545833333333331,0.178055555555556,-0.153333333333339,-0.285833333333334,-0.231666666666667,0.669999999999996,0.535833333333334,0.455555555555555,0.940000000000002,0.474166666666666,0.357777777777778
2012-08-01,2.54,0.44,1.23,-1.5,-0.86,0.01,2.41,1.41916666666667,1.17305555555556,-0.493333333333333,-0.251666666666665,0.193055555555556,0.573333333333328,0.0191666666666664,-0.408611111111111,-0.50666666666667,0.126666666666668,0.493055555555555,-0.133333333333332,0.424166666666666,0.242222222222222
2012-09-01,2.73,0.57,1.62,-1.3,1.56,0.01,2.02,2.2775,1.13555555555556,-0.6,0.0866666666666688,0.133333333333334,0.929999999999994,0.281666666666666,-0.395555555555556,-0.58666666666667,-0.147499999999999,0.425,0.236666666666668,0.541666666666666,0.276111111111111
2012-10-01,-1.76,-0.83,3.52,-1.4,2.52,0.01,1.17,1.18583333333333,1.1575,0.0600000000000003,-0.253333333333331,0.245000000000001,2.12333333333333,0.57,-0.181944444444445,-1.4,-0.0766666666666655,0.268888888888889,1.07333333333334,0.8125,0.387222222222222
2012-11-01,0.78,0.4,-0.86,0.38,0.81,0.01,0.583333333333328,1.27333333333333,1.02416666666667,0.0466666666666669,-0.194999999999998,0.332777777777779,1.42666666666666,0.541666666666666,-0.196666666666667,-0.773333333333337,-0.206666666666666,0.254444444444444,1.63,0.76,0.409722222222222
2012-12-01,1.18,1.92,3.48,-1.72,0.8,0.01,0.0666666666666618,1.30916666666667,0.980833333333333,0.496666666666667,-0.0108333333333313,0.215555555555556,2.04666666666666,0.703333333333333,-0.0969444444444445,-0.913333333333337,-0.438333333333332,0.186944444444444,1.37666666666667,0.620833333333333,0.434444444444444
2013-01-01,5.57,0.42,1.01,-2.01,1.52,0,2.51,1.3525,1.22861111111111,0.913333333333334,-0.144166666666665,0.216111111111112,1.20999999999999,0.865,-0.0780555555555556,-1.11666666666667,-0.434166666666666,0.161111111111111,1.04333333333334,0.870833333333333,0.4625
2013-02-01,1.29,-0.25,0.21,-0.59,0.61,0,2.67999999999999,1.09333333333333,1.17027777777778,0.696666666666667,-0.0258333333333313,0.167777777777778,1.56666666666666,0.8475,-0.160555555555556,-1.44,-0.453333333333332,0.152777777777778,0.976666666666669,0.928333333333333,0.44
2013-03-01,4.03,0.88,-0.22,0.27,1.41,0,3.63,1.17,1.10722222222222,0.35,0.0875000000000021,0.14138888888889,0.333333333333328,0.73,-0.2275,-0.77666666666667,-0.379999999999999,0.177222222222222,1.18,0.9875,0.430833333333333
2013-04-01,1.56,-2.24,0.44,0.39,0.43,0,2.29333333333333,1.37,1.095,-0.536666666666666,-0.057499999999998,-0.0586111111111104,0.143333333333328,0.830833333333333,-0.2975,0.0233333333333294,-0.455833333333332,0.171111111111111,0.816666666666669,0.968333333333333,0.394166666666666
2013-05-01,2.81,2.04,2.67,-2,-0.95,0,2.8,2.11833333333333,1.3925,0.226666666666667,0.119166666666669,-0.00416666666666599,0.963333333333328,1.1325,-0.154444444444444,-0.446666666666671,-0.791666666666666,0.0794444444444442,0.296666666666668,0.6925,0.374444444444444
2013-06-01,-1.2,1.54,-0.05,-0.28,-0.06,0,1.05666666666666,1.69333333333333,1.51388888888889,0.446666666666667,0.173333333333335,0.105833333333334,1.01999999999999,1.0825,-0.0244444444444445,-0.630000000000004,-0.726666666666666,0.0744444444444442,-0.193333333333331,0.65,0.416666666666666
2013-07-01,5.65,1.75,0.58,-1.35,0.57,0,2.42,2.09833333333333,1.47861111111111,1.77666666666667,0.553333333333335,0.153333333333334,1.06666666666666,1.13583333333333,0.00555555555555551,-1.21,-0.925833333333332,0.032222222222222,-0.146666666666665,0.696666666666666,0.376388888888889
2013-08-01,-2.71,-0.03,-2.73,0.71,-2.17,0,0.579999999999995,1.66083333333333,1.53583333333333,1.08666666666667,0.514166666666669,0.237500000000001,-0.733333333333339,0.805833333333333,-0.0222222222222223,-0.306666666666671,-0.741666666666666,0.0352777777777776,-0.553333333333332,0.5875,0.360555555555555
2013-09-01,3.77,2.65,-1.18,-0.54,-1.32,0,2.23666666666666,1.7475,1.37527777777778,1.45666666666667,0.687500000000002,0.209722222222223,-1.11000000000001,0.5725,0.0288888888888888,-0.393333333333337,-0.678333333333332,0.0255555555555553,-0.973333333333331,0.3475,0.313333333333333
2013-10-01,4.17,-1.5,1.22,2.75,0.89,0,1.74333333333333,2.24166666666667,1.38361111111111,0.373333333333334,0.631666666666669,0.147777777777778,-0.896666666666672,0.380833333333333,0.131111111111111,0.973333333333329,-0.332499999999999,0.0663888888888887,-0.866666666666665,0.211666666666666,0.348611111111111
2013-11-01,3.12,1.44,0.19,0.26,0.06,0,3.68666666666666,2.43666666666667,1.45388888888889,0.863333333333334,0.718333333333335,0.0894444444444451,0.0766666666666609,0.468333333333333,0.161388888888889,0.823333333333329,-0.342499999999999,0.064722222222222,-0.123333333333331,0.149166666666666,0.300555555555555
2013-12-01,2.8,-0.44,0,-0.58,0.08,0,3.36333333333333,2.57166666666667,1.34222222222222,-0.166666666666666,0.521666666666669,0.0502777777777785,0.469999999999994,0.178333333333333,0.0624999999999999,0.809999999999996,-0.247499999999999,0.143611111111111,0.343333333333335,0.0891666666666663,0.214722222222222
2014-01-01,-3.3,0.6,-1.99,-3.91,-1.54,0,0.873333333333328,1.8325,1.19555555555556,0.533333333333334,0.536666666666669,0.131111111111112,-0.600000000000006,-0.0716666666666668,-0.00972222222222229,-1.41,-0.405833333333332,0.0527777777777775,-0.466666666666665,-0.165833333333334,0.149444444444444
2014-02-01,4.68,0.13,-0.35,-0.25,-0.54,0,1.39333333333333,2.115,1.22888888888889,0.0966666666666673,0.568333333333335,0.0888888888888896,-0.780000000000006,-0.118333333333333,-0.0522222222222223,-1.58,-0.377499999999999,0.0966666666666664,-0.666666666666665,-0.261666666666667,0.111111111111111
2014-03-01,0.41,-1.13,4.9,2.02,1.92,0,0.596666666666661,1.81333333333333,1.2275,-0.133333333333333,0.400833333333336,-0.0136111111111104,0.853333333333328,0.308333333333333,0.135,-0.713333333333337,-0.231666666666666,0.104722222222222,-0.0533333333333315,-0.219166666666667,0.166388888888889
2014-04-01,-0.19,-4.07,1.22,3.4,0.93,0,1.63333333333333,1.6675,1.14166666666667,-1.69,0.248333333333336,-0.111944444444444,1.92333333333333,0.373333333333333,0.236666666666667,1.72333333333333,0.0191666666666676,0.168055555555555,0.770000000000002,-0.1775,0.216111111111111
2014-05-01,2.04,-1.86,-0.1,-0.09,-0.96,0,0.753333333333328,1.60333333333333,1.23361111111111,-2.35333333333333,-0.0766666666666645,-0.14361111111111,2.00666666666666,0.1425,0.285277777777778,1.77666666666666,0.178333333333334,0.112222222222222,0.630000000000002,-0.178333333333334,0.229166666666667
2014-06-01,2.61,3.06,-0.71,-1.83,-1.91,0,1.48666666666666,1.92083333333333,1.35444444444444,-0.956666666666666,0.0500000000000022,-0.0602777777777771,0.136666666666661,0.0874999999999999,0.271111111111111,0.493333333333329,0.0491666666666676,-0.0016666666666669,-0.646666666666665,-0.3325,0.215555555555555
2014-07-01,-2.03,-4.2,-0.08,0.93,0.51,0,0.873333333333328,1.28083333333333,1.36333333333333,-1,-0.445833333333331,-0.14611111111111,-0.296666666666673,0.0324999999999999,0.294166666666667,-0.330000000000004,0.239166666666668,-0.050277777777778,-0.786666666666665,-0.3375,0.277777777777778
2014-08-01,4.24,0.29,-0.57,-0.64,-0.69,0,1.60666666666666,1.86,1.64666666666667,-0.283333333333333,-0.419166666666665,-0.0522222222222215,-0.453333333333339,0.2125,0.345833333333333,-0.513333333333337,0.126666666666668,-0.162777777777778,-0.696666666666665,-0.214166666666667,0.265833333333333
2014-09-01,-1.96,-3.66,-1.47,1.2,-0.59,0,0.0833333333333283,1.3825,1.8025,-2.52333333333333,-0.944999999999998,-0.0569444444444437,-0.706666666666673,0.188333333333333,0.3475,0.496666666666663,0.271666666666668,-0.184722222222222,-0.256666666666665,-0.153333333333334,0.245277777777778
2014-10-01,2.51,3.66,-1.63,-0.39,0.21,0,1.59666666666666,1.24416666666667,1.55722222222222,0.0966666666666667,-0.514999999999998,-0.0455555555555549,-1.22333333333334,-0.0491666666666667,0.300555555555556,0.0566666666666626,0.0100000000000009,-0.133055555555556,-0.356666666666665,-0.21,0.271388888888889
2014-11-01,2.56,-2.3,-3.13,1.57,0.14,0,1.03666666666666,1.1975,1.63583333333333,-0.766666666666667,-0.826666666666665,-0.10111111111111,-2.07666666666667,-0.325833333333333,0.228055555555556,0.793333333333329,0.119166666666668,-0.143333333333334,-0.0799999999999981,-0.203333333333334,0.235277777777778
2014-12-01,-0.05,2.83,2.12,-1.21,0.9,0,1.67333333333333,0.960000000000001,1.61361111111111,1.39666666666667,-0.554166666666665,-0.0144444444444437,-0.880000000000006,-0.149166666666667,0.244166666666667,-0.0100000000000041,0.0666666666666676,-0.206388888888889,0.416666666666669,-0.135,0.191666666666667
2015-01-01,-3.09,-0.93,-3.45,1.58,-1.64,0,-0.193333333333339,0.977500000000001,1.3875,-0.133333333333333,-0.681666666666665,-0.0963888888888882,-1.48666666666667,-0.270833333333333,0.174166666666667,0.646666666666663,0.524166666666668,-0.105277777777778,-0.199999999999998,-0.143333333333334,0.187222222222222
2015-02-01,6.14,0.36,-1.79,-1.1,-1.75,0,0.999999999999995,1.09916666666667,1.43583333333333,0.753333333333333,-0.662499999999998,-0.0399999999999993,-1.04000000000001,-0.390833333333333,0.112777777777778,-0.243333333333337,0.453333333333334,-0.125833333333334,-0.829999999999998,-0.244166666666667,0.140833333333333
2015-03-01,-1.09,3.08,-0.38,0.07,-0.62,0,0.653333333333328,0.974166666666668,1.31916666666667,0.836666666666667,-0.311666666666665,0.0588888888888896,-1.87333333333334,-0.830833333333334,0.0691666666666667,0.183333333333329,0.290833333333334,-0.106944444444445,-1.33666666666666,-0.455833333333334,0.104166666666667
2015-04-01,0.6,-3.01,1.8,0.05,-0.62,0,1.88333333333333,1.04,1.35916666666667,0.143333333333334,-0.223333333333331,-0.0108333333333326,-0.12333333333334,-0.7825,0.140555555555556,-0.326666666666671,0.0116666666666676,-0.141666666666667,-0.996666666666665,-0.585,0.068611111111111
2015-05-01,1.38,0.82,-1.11,-1.76,-0.83,0,0.296666666666661,0.985000000000001,1.56888888888889,0.296666666666667,2.18343861509614e-15,0.0141666666666674,0.103333333333327,-0.866666666666667,0.136111111111111,-0.546666666666671,-0.127499999999999,-0.246944444444445,-0.689999999999998,-0.574166666666667,-0.0200000000000001
2015-06-01,-1.54,2.9,-0.82,0.35,-1.54,0,0.146666666666661,0.639166666666668,1.41777777777778,0.236666666666667,-0.0133333333333312,0.0700000000000007,-0.0433333333333396,-0.875833333333333,0.0980555555555556,-0.453333333333337,0.0541666666666677,-0.207777777777778,-0.996666666666665,-0.543333333333334,-0.0752777777777779
2015-07-01,1.57,-4.58,-4.16,0.31,-2.44,0,0.469999999999995,0.939166666666667,1.43944444444444,-0.286666666666667,-0.0449999999999978,0.020833333333334,-2.03000000000001,-1.21583333333333,-0.0158333333333333,-0.366666666666671,0.00250000000000098,-0.228055555555556,-1.60333333333333,-0.789166666666667,-0.143333333333333
2015-08-01,-6.02,0.29,2.75,0.66,1.29,0,-1.99666666666667,0.0841666666666675,1.20166666666667,-0.463333333333333,-0.0449999999999978,0.0166666666666674,-0.743333333333339,-0.939166666666667,0.0263888888888889,0.439999999999996,0.110833333333334,-0.168055555555556,-0.896666666666665,-0.624166666666667,-0.0836111111111112
2015-09-01,-3.06,-2.8,0.55,1.8,-0.59,0,-2.50333333333334,-0.00749999999999914,1.04083333333333,-2.36333333333333,0.0266666666666689,-0.0769444444444437,-0.286666666666673,-0.770833333333333,-0.00333333333333329,0.923333333333329,0.160833333333334,-0.0819444444444447,-0.579999999999998,-0.624166666666667,-0.143333333333333
2015-10-01,7.75,-2.06,-0.47,0.95,0.61,0,-0.443333333333339,0.429166666666668,1.305,-1.52333333333333,-0.449999999999998,-0.11111111111111,0.943333333333327,-0.674166666666667,-0.114166666666667,1.13666666666666,0.272500000000001,-0.0166666666666669,0.436666666666669,-0.590833333333333,-0.196388888888889
2015-11-01,0.57,3.3,-0.43,-2.65,-1.06,0,1.75333333333333,0.263333333333334,1.29916666666667,-0.52,0.0166666666666688,-0.0305555555555549,-0.116666666666673,-0.449166666666667,-0.102222222222222,0.0333333333333292,-0.0791666666666656,-0.100833333333334,-0.346666666666665,-0.690833333333334,-0.248333333333333
2015-12-01,-2.15,-2.95,-2.57,0.34,0.12,0.01,2.05666666666666,0.0883333333333342,1.20666666666667,-0.57,-0.464999999999998,-0.165833333333333,-1.15666666666667,-0.84,-0.270277777777778,-0.453333333333337,0.050000000000001,-0.0436111111111113,-0.109999999999998,-0.755833333333333,-0.267222222222222
2016-01-01,-5.74,-3.44,2.08,2.78,3.05,0.01,-2.44000000000001,-0.132499999999999,0.8925,-1.03,-0.674166666666665,-0.273055555555555,-0.306666666666673,-0.379166666666667,-0.240555555555556,0.156666666666663,0.150000000000001,0.0894444444444442,0.703333333333335,-0.365,-0.224722222222222
2016-02-01,-0.07,0.87,-0.61,3.31,1.94,0.02,-2.65333333333334,-0.649999999999999,0.854722222222222,-1.84,-0.631666666666665,-0.241944444444444,-0.366666666666673,-0.280833333333333,-0.263333333333333,2.14333333333333,0.517500000000001,0.197777777777778,1.70333333333334,-0.0575000000000002,-0.187777777777778
2016-03-01,6.95,1,1.22,0.68,0.01,0.02,0.379999999999995,0.0200000000000009,0.935833333333334,-0.523333333333333,-0.804999999999998,-0.23861111111111,0.896666666666661,-0.1475,-0.223333333333333,2.25666666666666,0.568333333333334,0.209166666666666,1.66666666666667,-0.00500000000000022,-0.226666666666667
2016-04-01,0.91,1.23,3.22,-2.85,1.77,0.01,2.59666666666666,0.0458333333333342,0.917777777777778,1.03333333333333,-0.451666666666665,-0.142222222222222,1.27666666666666,-0.0291666666666668,-0.146111111111111,0.379999999999996,0.326666666666668,0.119166666666666,1.24,0.194166666666666,-0.189444444444445
2016-05-01,1.78,-0.62,-1.62,-1.1,-2.54,0.01,3.21333333333333,0.0791666666666676,0.889166666666667,0.536666666666667,-0.571666666666665,-0.21611111111111,0.939999999999994,-0.0716666666666668,-0.265277777777778,-1.09,0.381666666666668,0.144166666666666,-0.253333333333332,0.0516666666666665,-0.233611111111111
2016-06-01,-0.03,0.42,-1.49,1.45,1.9,0.02,0.886666666666661,0.205000000000001,0.921666666666667,0.343333333333334,-0.778333333333331,-0.247222222222222,0.0366666666666606,-0.1275,-0.305277777777778,-0.833333333333338,0.473333333333334,0.192222222222222,0.376666666666668,0.338333333333333,-0.179166666666667
2016-07-01,3.94,2.47,-1.24,1.31,-1.16,0.02,1.89666666666666,0.402500000000001,0.874166666666667,0.756666666666667,-0.190833333333331,-0.227222222222222,-1.45000000000001,0.115833333333333,-0.355833333333333,0.553333333333329,0.556666666666668,0.266111111111111,-0.599999999999998,0.445,-0.227222222222222
2016-08-01,0.49,1.66,3.17,-1.85,-0.36,0.02,1.46666666666666,0.945000000000001,0.963055555555556,1.51666666666667,-0.0766666666666645,-0.180277777777777,0.146666666666661,0.150833333333333,-0.191944444444444,0.303333333333329,0.347500000000001,0.195,0.126666666666668,0.3075,-0.176944444444445
2016-09-01,0.27,1.81,-1.19,-2.18,0.03,0.02,1.56666666666666,1.2225,0.865833333333334,1.98,0.307500000000002,-0.20361111111111,0.246666666666661,0.00583333333333323,-0.192222222222222,-0.906666666666671,0.0158333333333343,0.149444444444444,-0.496666666666665,0.359166666666666,-0.139444444444445
2016-10-01,-2.01,-4.02,4.11,0.99,0.25,0.02,-0.416666666666672,0.409166666666668,0.694166666666667,-0.183333333333333,0.144166666666669,-0.27361111111111,2.02999999999999,0.3875,-0.111944444444444,-1.01333333333334,0.0191666666666677,0.100555555555555,-0.0266666666666648,0.329166666666666,-0.157222222222222
2016-11-01,4.85,6.96,8.29,-0.24,3.71,0.01,1.03666666666666,0.765833333333334,0.742222222222222,1.58333333333333,0.449166666666669,-0.120277777777777,3.73666666666666,1.11416666666667,0.113055555555556,-0.476666666666671,0.220000000000001,0.0866666666666664,1.33,0.726666666666666,-0.0558333333333335
2016-12-01,1.81,0.44,3.47,1.24,-0.32,0.03,1.54999999999999,1.09583333333333,0.714722222222222,1.12666666666667,0.731666666666669,-0.0958333333333327,5.28999999999999,1.6175,0.209444444444445,0.663333333333329,0.295000000000001,0.137222222222222,1.21333333333334,0.69,-0.0669444444444446
2017-01-01,1.94,-1.44,-2.76,-0.51,-1.06,0.04,2.86666666666666,1.73583333333333,0.860277777777778,1.98666666666667,0.898333333333336,-0.152499999999999,2.99999999999999,1.21416666666667,0.188055555555556,0.163333333333329,0.0208333333333343,0.231666666666666,0.776666666666669,0.3475,-0.0536111111111112
2017-02-01,3.55,-2.3,-1.5,0.45,-1.8,0.04,2.43333333333333,2.0375,0.828888888888889,-1.1,0.634166666666669,-0.219999999999999,-0.263333333333339,1.14,0.156111111111111,0.393333333333329,-0.217499999999999,0.251111111111111,-1.06,0.0358333333333332,-0.0886111111111113
2017-03-01,0.17,0.75,-3.33,0.63,-0.95,0.03,1.88666666666666,1.4725,0.822222222222223,-0.996666666666666,0.613333333333336,-0.167777777777777,-2.53000000000001,0.760833333333333,-0.0724999999999999,0.189999999999996,-0.221666666666666,0.2125,-1.27,-0.0441666666666668,-0.168333333333333
2017-04-01,1.08,0.41,-2.05,1.79,-1.6,0.05,1.6,1.48666666666667,0.8575,-0.38,0.545000000000002,-0.0433333333333327,-2.29333333333334,0.321666666666666,-0.163333333333333,0.956666666666662,0.165000000000001,0.167777777777777,-1.45,-0.325,-0.238611111111111
2017-05-01,1.07,-2.99,-3.82,0.99,-1.66,0.06,0.773333333333328,1.4275,0.830555555555556,-0.61,0.347500000000002,-0.0747222222222216,-3.06666666666667,0.138333333333333,-0.266666666666667,1.13666666666666,0.339166666666668,0.197777777777777,-1.40333333333333,-0.251666666666667,-0.258055555555556
2017-06-01,0.78,2.52,1.5,-2.26,0.04,0.06,0.976666666666662,1.495,0.779722222222223,-0.0199999999999998,0.522500000000002,-0.0897222222222216,-1.45666666666667,0.3875,-0.205277777777778,0.173333333333329,0.0300000000000011,0.185833333333333,-1.07333333333333,-0.406666666666667,-0.203888888888889
2017-07-01,1.88,-1.64,-0.23,-0.75,-0.15,0.07,1.24333333333333,1.32333333333333,0.888333333333334,-0.703333333333333,0.180000000000002,-0.0186111111111104,-0.850000000000006,0.471666666666666,-0.209444444444444,-0.673333333333337,-0.141666666666666,0.139166666666666,-0.589999999999998,-0.3225,-0.222222222222222
2017-08-01,0.18,-1.83,-2.13,0.2,-2.38,0.09,0.946666666666662,1.2975,0.775555555555556,-0.316666666666666,-0.110833333333331,-0.0774999999999993,-0.286666666666672,0.0299999999999997,-0.252777777777778,-0.936666666666671,0.0291666666666677,0.1625,-0.829999999999998,-0.490833333333334,-0.269166666666667
2017-09-01,2.49,4.76,3.15,-1.54,1.63,0.09,1.51666666666666,1.4825,0.899166666666667,0.43,0.135000000000002,0.15638888888889,0.263333333333328,0.391666666666666,-0.124444444444444,-0.696666666666671,0.0825000000000011,0.0863888888888886,-0.299999999999998,-0.3575,-0.2075
2017-10-01,2.25,-1.91,0.13,0.92,-3.14,0.09,1.64,1.8375,0.891944444444445,0.34,0.310833333333335,0.00166666666666732,0.383333333333328,0.0599999999999997,-0.0755555555555555,-0.140000000000004,0.0766666666666678,0.122777777777778,-1.29666666666666,-0.64,-0.300555555555556
2017-11-01,3.12,-0.38,-0.09,3.19,-0.1,0.08,2.62,1.69333333333333,0.907500000000001,0.823333333333334,-0.300833333333331,0.0550000000000007,1.06333333333333,-0.638333333333334,0.00888888888888895,0.856666666666662,0.362500000000001,0.167777777777778,-0.536666666666665,-0.9575,-0.307222222222222
2017-12-01,1.06,-1.05,0.05,0.73,1.79,0.09,2.14333333333333,1.63083333333333,0.938333333333334,-1.11333333333333,-0.424999999999998,-0.0527777777777771,0.0299999999999942,-0.923333333333334,-0.0486111111111111,1.61333333333333,0.320000000000001,0.221666666666666,-0.483333333333331,-0.781666666666667,-0.2825
