"Date","Mkt_RF","SMB","HML","RMW","CMA","RF","Mkt_RF_3mo","Mkt_RF_12mo","Mkt_RF_36mo","SMB_3mo","SMB_12mo","SMB_36mo","HML_3mo","HML_12mo","HML_36mo","RMW_3mo","RMW_12mo","RMW_36mo","CMA_3mo","CMA_12mo","CMA_36mo"
1979-09-01,-0.83,-0.28,-0.94,0.84,0.5,0.83,1.84666666666666,0.426666666666667,0.328888888888889,0.946666666666669,0.639166666666667,1.61138888888889,-0.243333333333333,0.2375,0.440833333333334,0.633333333333331,0.0166666666666668,0.0472222222222222,-0.146666666666666,0.0199999999999998,0.199444444444444
1979-10-01,-8.1,-3.49,-1.83,0.96,0.14,0.87,-1.13000000000001,0.744166666666667,0.171111111111112,-0.639999999999997,1.185,1.51305555555556,-1.45,-0.0199999999999995,0.394722222222223,1.1,0.0825000000000001,0.0791666666666667,-0.273333333333332,-0.0633333333333335,0.213611111111111
1979-11-01,5.23,2.51,-3.21,-0.03,-1.83,0.99,-1.23333333333334,0.953333333333334,0.306111111111112,-0.419999999999997,1.1525,1.50777777777778,-1.99333333333333,-0.114166666666666,0.263055555555556,0.589999999999998,-0.0108333333333332,0.114722222222222,-0.396666666666666,-0.116666666666667,0.160833333333333
1979-12-01,1.78,4.27,-2.13,-0.67,-1.01,0.95,-0.363333333333339,1.02833333333333,0.198611111111112,1.09666666666667,1.42416666666667,1.52638888888889,-2.39,-0.113333333333333,0.141944444444445,0.0866666666666645,-0.234166666666667,0.116111111111111,-0.899999999999999,-0.0783333333333335,0.0658333333333332
1980-01-01,5.5,1.88,1.85,-1.84,1.89,0.8,4.16999999999999,1.135,0.463611111111112,2.88666666666667,1.26916666666667,1.41444444444444,-1.16333333333333,-0.141666666666666,0.0733333333333339,-0.846666666666669,-0.1875,0.08,-0.316666666666666,-0.0525000000000002,0.0647222222222221
1980-02-01,-1.23,-1.62,0.59,-0.95,2.92,0.89,2.01666666666666,1.32916666666667,0.483333333333334,1.51,1.09,1.34027777777778,0.103333333333334,-0.19,0.0772222222222227,-1.15333333333334,-0.174166666666666,0.0594444444444444,1.26666666666667,0.110833333333333,0.151111111111111
1980-03-01,-12.89,-6.97,-0.96,1.82,-1.05,1.21,-2.87333333333334,-0.2175,0.162777777777778,-2.23666666666666,0.245,1.11083333333333,0.493333333333334,-0.213333333333333,0.0202777777777783,-0.323333333333335,-0.0674999999999998,0.118888888888889,1.25333333333333,-0.000833333333333538,0.125
1980-04-01,3.96,1.05,1.03,-2.18,0.34,1.26,-3.38666666666667,0.118333333333334,0.268611111111112,-2.51333333333333,0.1325,1.12333333333333,0.220000000000001,-0.220833333333333,-0.0449999999999995,-0.436666666666669,-0.344166666666667,0.113333333333333,0.736666666666668,0.0074999999999998,0.105555555555555
1980-05-01,5.26,2,0.38,0.43,-0.63,0.81,-1.22333333333334,0.740833333333334,0.455555555555556,-1.30666666666666,0.284166666666667,1.14083333333333,0.150000000000001,-0.299166666666666,-0.0569444444444439,0.0233333333333313,-0.178333333333333,0.113333333333333,-0.446666666666666,-0.0191666666666669,0.0819444444444443
1980-06-01,2.97,1.46,-0.8,-0.2,-0.81,0.61,4.06333333333333,0.668333333333334,0.406944444444445,1.50333333333334,0.3275,1.12305555555556,0.203333333333334,-0.484166666666666,-0.0619444444444439,-0.650000000000002,-0.0633333333333331,0.0825,-0.366666666666666,-0.0400000000000002,0.094722222222222
1980-07-01,6.51,3.74,-6.29,4.06,-2.44,0.53,4.91333333333333,1.14166666666667,0.634722222222223,2.4,0.533333333333334,1.17666666666667,-2.23666666666667,-1.1575,-0.219999999999999,1.43,0.311666666666667,0.174444444444444,-1.29333333333333,-0.286666666666667,0.0236111111111109
1980-08-01,1.75,4.23,-2.46,2.05,-0.73,0.64,3.74333333333333,0.825833333333334,0.732222222222223,3.14333333333334,0.731666666666667,1.26833333333333,-3.18333333333333,-1.23083333333333,-0.211388888888888,1.97,0.3575,0.2025,-1.32666666666667,-0.225833333333334,0.0219444444444443
1980-09-01,2.19,0.63,-4.61,1.9,-2.86,0.75,3.48333333333333,1.0775,0.800555555555556,2.86666666666667,0.8075,1.24083333333333,-4.45333333333333,-1.53666666666667,-0.332222222222222,2.67,0.445833333333333,0.229722222222222,-2.01,-0.505833333333333,-0.0394444444444446
1980-10-01,1.04,2.21,-2.93,1.77,-1.43,0.95,1.66,1.83916666666667,0.951388888888889,2.35666666666667,1.2825,1.26305555555556,-3.33333333333333,-1.62833333333333,-0.458611111111111,1.90666666666667,0.513333333333334,0.281388888888889,-1.67333333333333,-0.636666666666667,-0.0663888888888891
1980-11-01,9.6,-3.27,-8.11,4.26,-5.52,0.96,4.27666666666666,2.20333333333333,1.10638888888889,-0.14333333333333,0.800833333333334,1.07222222222222,-5.21666666666667,-2.03666666666667,-0.690277777777777,2.64333333333333,0.870833333333334,0.401388888888889,-3.27,-0.944166666666667,-0.238611111111111
1980-12-01,-4.46,-0.28,2.8,-1.27,1.27,1.31,2.05999999999999,1.68333333333333,0.975,-0.446666666666663,0.421666666666667,1.01972222222222,-2.74666666666667,-1.62583333333333,-0.604444444444444,1.58666666666667,0.820833333333334,0.340277777777778,-1.89333333333333,-0.754166666666667,-0.185
1981-01-01,-5.06,3.3,6.74,-3.38,4.27,1.04,0.0266666666666614,0.803333333333334,1.00083333333333,-0.0833333333333301,0.54,1.03472222222222,0.476666666666667,-1.21833333333333,-0.511111111111111,-0.130000000000002,0.6925,0.296388888888889,0.00666666666666741,-0.555833333333333,-0.109722222222222
1981-02-01,0.61,-0.65,0.97,0.26,2.06,1.07,-2.97000000000001,0.956666666666667,1.05638888888889,0.790000000000003,0.620833333333334,0.913888888888889,3.50333333333333,-1.18666666666667,-0.506666666666666,-1.46333333333333,0.793333333333334,0.295277777777778,2.53333333333333,-0.6275,-0.0816666666666669
1981-03-01,3.66,2.85,0.61,-2.27,-0.56,1.21,-0.263333333333338,2.33583333333333,1.07888888888889,1.83333333333334,1.43916666666667,0.891666666666667,2.77333333333333,-1.05583333333333,-0.521666666666666,-1.79666666666667,0.4525,0.248055555555555,1.92333333333333,-0.586666666666667,-0.152777777777778
1981-04-01,-2.16,4.72,2.28,0.81,1.54,1.08,0.703333333333328,1.82583333333333,0.800277777777778,2.30666666666667,1.745,1.03166666666667,1.28666666666667,-0.951666666666666,-0.36,-0.400000000000002,0.701666666666667,0.190833333333333,1.01333333333333,-0.486666666666667,-0.0747222222222224
1981-05-01,0.13,2.36,-0.43,0.47,-1.78,1.15,0.543333333333328,1.39833333333333,0.755,3.31,1.775,0.971111111111111,0.82,-1.01916666666667,-0.356666666666666,-0.330000000000002,0.705,0.198333333333333,-0.266666666666666,-0.5825,-0.132222222222222
1981-06-01,-2.34,-0.93,5.14,-1.29,2.69,1.35,-1.45666666666667,0.955833333333334,0.736944444444445,2.05,1.57583333333333,0.899722222222223,2.33,-0.524166666666666,-0.230555555555555,-0.00333333333333519,0.614166666666667,0.201666666666667,0.816666666666668,-0.290833333333333,-0.0541666666666669
1981-07-01,-1.55,-1.95,-0.61,1.08,-2.66,1.24,-1.25333333333334,0.284166666666667,0.551666666666667,-0.17333333333333,1.10166666666667,0.840833333333334,1.36666666666667,-0.0508333333333328,-0.219722222222222,0.0866666666666648,0.365833333333334,0.190833333333333,-0.583333333333332,-0.309166666666667,-0.107777777777778
1981-08-01,-7.02,-1.82,4.71,-0.31,1.38,1.28,-3.63666666666667,-0.446666666666666,0.251388888888889,-1.56666666666666,0.5975,0.653333333333334,3.08,0.546666666666667,-0.0705555555555551,-0.173333333333335,0.169166666666667,0.138611111111111,0.470000000000001,-0.133333333333333,-0.0833333333333335
1981-09-01,-7.2,-2.46,5.11,0.08,2.53,1.24,-5.25666666666667,-1.22916666666667,0.0916666666666671,-2.07666666666666,0.34,0.595555555555556,3.07,1.35666666666667,0.0191666666666671,0.283333333333331,0.0175000000000003,0.16,0.416666666666668,0.315833333333333,-0.0566666666666669
1981-10-01,4.92,2.28,-4.09,3.12,-2.79,1.21,-3.1,-0.905833333333333,0.559166666666667,-0.666666666666663,0.345833333333333,0.937777777777778,1.91,1.26,-0.129444444444444,0.963333333333331,0.13,0.241944444444444,0.373333333333334,0.2025,-0.165833333333334
1981-11-01,3.4,-1.58,1.91,0.14,1,1.07,0.373333333333328,-1.4225,0.578055555555556,-0.586666666666663,0.486666666666667,0.813333333333334,0.976666666666667,2.095,-0.0186111111111106,1.11333333333333,-0.213333333333333,0.215555555555555,0.246666666666668,0.745833333333333,-0.105
1981-12-01,-3.63,1.18,0.79,0.21,2.45,0.87,1.56333333333333,-1.35333333333333,0.452777777777778,0.62666666666667,0.608333333333334,0.818055555555556,-0.463333333333333,1.9275,0.0627777777777783,1.15666666666666,-0.0899999999999997,0.165555555555555,0.220000000000001,0.844166666666667,0.0038888888888887
1982-01-01,-3.23,-1.1,3.19,-1.43,1.95,0.8,-1.15333333333334,-1.20083333333333,0.245833333333334,-0.499999999999997,0.241666666666667,0.683611111111111,1.96333333333333,1.63166666666667,0.090555555555556,-0.360000000000002,0.0725000000000003,0.1925,1.8,0.650833333333333,0.0141666666666665
1982-02-01,-5.86,0.4,6.09,-3.55,4.57,0.92,-4.24,-1.74,0.181944444444445,0.160000000000003,0.329166666666667,0.68,3.35666666666667,2.05833333333333,0.227222222222223,-1.59,-0.245,0.124722222222222,2.99,0.86,0.114444444444444
1982-03-01,-1.82,0.02,3.76,-1.28,2.37,0.98,-3.63666666666667,-2.19666666666667,-0.0261111111111108,-0.226666666666663,0.0933333333333334,0.5925,4.34666666666667,2.32083333333333,0.350555555555556,-2.08666666666667,-0.1625,0.0741666666666665,2.96333333333333,1.10416666666667,0.172222222222222
1982-04-01,3.24,1.21,-3.08,1.5,-0.05,1.13,-1.48,-1.74666666666667,0.0658333333333336,0.543333333333337,-0.199166666666667,0.559444444444445,2.25666666666667,1.87416666666667,0.233888888888889,-1.11,-0.105,0.0841666666666666,2.29666666666667,0.971666666666667,0.164166666666666
1982-05-01,-3.93,0.41,1.78,0.96,-0.12,1.06,-0.836666666666671,-2.085,0.0180555555555559,0.54666666666667,-0.361666666666667,0.565833333333334,0.82,2.05833333333333,0.246666666666667,0.393333333333331,-0.0641666666666663,0.154166666666667,0.733333333333335,1.11,0.169444444444444
1982-06-01,-3.08,-0.51,1.56,0.09,2.53,0.96,-1.25666666666667,-2.14666666666667,-0.174166666666666,0.370000000000003,-0.326666666666667,0.525555555555556,0.0866666666666667,1.76,0.250555555555556,0.849999999999998,0.0508333333333337,0.200555555555555,0.786666666666668,1.09666666666667,0.255277777777778
1982-07-01,-3.2,1.01,0.07,1,1.44,1.05,-3.40333333333334,-2.28416666666667,-0.286111111111111,0.303333333333337,-0.0799999999999999,0.518333333333334,1.13666666666667,1.81666666666667,0.202777777777778,0.683333333333331,0.044166666666667,0.240555555555555,1.28333333333333,1.43833333333333,0.280833333333333
1982-08-01,11.15,-4.46,1.09,-1.85,0.17,0.76,1.62333333333333,-0.77,-0.130277777777777,-1.32,-0.3,0.343055555555556,0.906666666666667,1.515,0.276944444444445,-0.253333333333335,-0.0841666666666663,0.1475,1.38,1.3375,0.326111111111111
1982-09-01,1.32,2.55,0.23,2.16,-0.02,0.51,3.09,-0.0599999999999996,-0.0705555555555553,-0.299999999999997,0.1175,0.421666666666667,0.463333333333333,1.10833333333333,0.309444444444445,0.436666666666665,0.089166666666667,0.184166666666667,0.530000000000001,1.125,0.311666666666667
1982-10-01,11.24,1.96,-3.62,0.2,-0.3,0.59,7.90333333333333,0.466666666666667,0.466666666666667,0.0166666666666698,0.0908333333333334,0.573055555555556,-0.766666666666667,1.1475,0.259722222222223,0.169999999999998,-0.154166666666666,0.163055555555555,-0.0499999999999989,1.3325,0.299444444444444
1982-11-01,4.68,4.39,-1.8,-1.02,0.29,0.63,5.74666666666666,0.573333333333334,0.451388888888889,2.96666666666667,0.588333333333333,0.625277777777778,-1.73,0.838333333333334,0.298888888888889,0.446666666666665,-0.250833333333333,0.135555555555555,-0.00999999999999887,1.27333333333333,0.358333333333333
1982-12-01,0.56,-0.14,-0.06,0,1,0.67,5.49333333333333,0.9225,0.4175,2.07,0.478333333333333,0.502777777777778,-1.82666666666667,0.767500000000001,0.356388888888889,-0.273333333333335,-0.268333333333333,0.154166666666667,0.330000000000001,1.1525,0.414166666666667
1983-01-01,3.59,3.41,-0.72,-1.52,-0.56,0.69,2.94333333333333,1.49083333333333,0.364444444444445,2.55333333333334,0.854166666666667,0.545277777777778,-0.86,0.441666666666667,0.285,-0.846666666666668,-0.275833333333333,0.163055555555555,0.243333333333334,0.943333333333333,0.346111111111111
1983-02-01,2.59,2.88,0.66,-0.36,1.01,0.62,2.24666666666666,2.195,0.470555555555556,2.05,1.06083333333333,0.670277777777778,-0.0399999999999997,-0.0108333333333325,0.286944444444445,-0.626666666666668,-0.00999999999999968,0.179444444444444,0.483333333333334,0.646666666666667,0.293055555555555
1983-03-01,2.81,1.37,2.06,-0.19,2.8,0.63,2.99666666666666,2.58083333333333,0.906666666666667,2.55333333333334,1.17333333333333,0.901944444444445,0.666666666666667,-0.152499999999999,0.370833333333334,-0.690000000000002,0.0808333333333337,0.123611111111111,1.08333333333333,0.6825,0.4
1983-04-01,6.65,0.43,0.43,-0.07,1.51,0.71,4.01666666666666,2.865,0.981388888888889,1.56,1.10833333333333,0.884722222222223,1.05,0.140000000000001,0.354166666666667,-0.206666666666668,-0.0499999999999997,0.182222222222222,1.77333333333333,0.8125,0.4325
1983-05-01,0.51,6.26,-1.4,-1.81,-1.43,0.69,3.32333333333333,3.235,0.849444444444445,2.68666666666667,1.59583333333333,1.00305555555556,0.363333333333334,-0.124999999999999,0.304722222222223,-0.690000000000002,-0.280833333333333,0.12,0.960000000000001,0.703333333333333,0.410277777777778
1983-06-01,3.07,1.16,-3.89,2.55,-0.78,0.67,3.41,3.7475,0.852222222222222,2.61666666666667,1.735,0.994722222222223,-1.62,-0.579166666666666,0.218888888888889,0.223333333333331,-0.075833333333333,0.196388888888889,-0.233333333333332,0.4275,0.411111111111111
1983-07-01,-4.06,1.05,5.54,-0.07,2.88,0.74,-0.160000000000005,3.67583333333333,0.558611111111111,2.82333333333334,1.73833333333333,0.92,0.0833333333333336,-0.123333333333332,0.5475,0.223333333333331,-0.165,0.0816666666666666,0.223333333333335,0.5475,0.558888888888889
1983-08-01,-0.5,-4.32,5.59,0.52,1.85,0.76,-0.496666666666672,2.705,0.496111111111111,-0.70333333333333,1.75,0.6825,2.41333333333333,0.251666666666668,0.771111111111112,0.999999999999998,0.0325000000000003,0.0391666666666666,1.31666666666667,0.6875,0.630555555555555
1983-09-01,0.91,0.3,0.99,1.21,0.5,0.76,-1.21666666666667,2.67083333333333,0.460555555555556,-0.989999999999997,1.5625,0.673333333333334,4.04,0.315000000000001,0.926666666666667,0.553333333333331,-0.0466666666666664,0.0199999999999999,1.74333333333333,0.730833333333333,0.723888888888889
1983-10-01,-3.43,-3.75,4.96,-0.82,3,0.76,-1.00666666666667,1.44833333333333,0.336388888888889,-2.59,1.08666666666667,0.507777777777778,3.84666666666667,1.03,1.14583333333333,0.303333333333331,-0.131666666666666,-0.0519444444444445,1.78333333333333,1.00583333333333,0.846944444444444
1983-11-01,2.16,1.87,-0.73,-0.68,0.64,0.7,-0.120000000000005,1.23833333333333,0.129722222222222,-0.526666666666663,0.876666666666667,0.650555555555556,1.74,1.11916666666667,1.35083333333333,-0.0966666666666686,-0.103333333333333,-0.189166666666667,1.38,1.035,1.01805555555556
1983-12-01,-1.77,-0.42,1.75,1.55,1.33,0.73,-1.01333333333334,1.04416666666667,0.204444444444445,-0.766666666666663,0.853333333333333,0.646666666666667,1.99333333333333,1.27,1.32166666666667,0.0166666666666648,0.0258333333333337,-0.110833333333333,1.65666666666667,1.0625,1.01972222222222
1984-01-01,-1.92,0,7.48,-0.88,2.88,0.76,-0.510000000000005,0.585,0.291666666666667,0.483333333333337,0.569166666666667,0.555,2.83333333333333,1.95333333333333,1.34222222222222,-0.00333333333333526,0.079166666666667,-0.041388888888889,1.61666666666667,1.34916666666667,0.981111111111111
1984-02-01,-4.76,-1.58,3.41,1.04,1.51,0.71,-2.81666666666667,-0.0274999999999997,0.1425,-0.666666666666663,0.1975,0.529166666666667,4.21333333333333,2.1825,1.41,0.569999999999998,0.195833333333334,-0.0197222222222223,1.90666666666667,1.39083333333333,0.965833333333333
1984-03-01,0.65,-0.25,0.53,-0.97,1.15,0.73,-2.01,-0.2075,0.058888888888889,-0.609999999999997,0.0625,0.443055555555556,3.80666666666667,2.055,1.40777777777778,-0.270000000000002,0.130833333333334,0.0163888888888888,1.84666666666667,1.25333333333333,1.01333333333333
1984-04-01,-0.51,-0.94,1.19,3.3,0.77,0.81,-1.54,-0.804166666666666,0.104722222222222,-0.92333333333333,-0.0516666666666667,0.285833333333334,1.71,2.11833333333333,1.3775,1.12333333333333,0.411666666666667,0.0855555555555555,1.14333333333333,1.19166666666667,0.991944444444444
1984-05-01,-5.98,0.14,0.26,2.41,-0.51,0.78,-1.94666666666667,-1.345,-0.0649999999999999,-0.349999999999997,-0.561666666666667,0.224166666666667,0.66,2.25666666666667,1.39666666666667,1.58,0.763333333333334,0.139444444444444,0.470000000000002,1.26833333333333,1.02722222222222
1984-06-01,1.81,0.16,-2.75,3.08,-1.57,0.75,-1.56000000000001,-1.45,0.0502777777777779,-0.21333333333333,-0.645,0.254444444444445,-0.433333333333334,2.35166666666667,1.1775,2.93,0.8075,0.260833333333333,-0.436666666666665,1.2025,0.908888888888889
1984-07-01,-2.72,-2.21,0.39,3.52,-2.16,0.82,-2.29666666666667,-1.33833333333333,0.0177777777777779,-0.636666666666663,-0.916666666666667,0.247222222222223,-0.7,1.9225,1.20527777777778,3.00333333333333,1.10666666666667,0.328611111111111,-1.41333333333333,0.7825,0.922777777777778
1984-08-01,10.27,-0.28,-1.74,-0.73,-0.91,0.83,3.12,-0.440833333333333,0.498055555555556,-0.776666666666663,-0.58,0.290000000000001,-1.36666666666667,1.31166666666667,1.02611111111111,1.95666666666666,1.0025,0.316944444444444,-1.54666666666667,0.5525,0.859166666666666
1984-09-01,-0.8,-0.04,5.25,1.37,2.39,0.86,2.25,-0.583333333333333,0.675833333333334,-0.84333333333333,-0.608333333333333,0.357222222222223,1.3,1.66666666666667,1.03,1.38666666666666,1.01583333333333,0.352777777777778,-0.226666666666665,0.71,0.855277777777778
1984-10-01,-0.84,-1.34,0.59,1.14,-1.04,1,2.87666666666666,-0.3675,0.515833333333334,-0.55333333333333,-0.4075,0.256666666666667,1.36666666666667,1.3025,1.16,0.593333333333331,1.17916666666667,0.297777777777778,0.146666666666668,0.373333333333333,0.903888888888889
1984-11-01,-1.77,-1.06,3.87,0.8,1.95,0.73,-1.13666666666667,-0.695,0.372222222222222,-0.81333333333333,-0.651666666666667,0.271111111111112,3.23666666666667,1.68583333333333,1.21444444444444,1.10333333333333,1.3025,0.316111111111111,1.1,0.4825,0.930277777777778
1984-12-01,1.84,-0.74,-0.29,1.28,-1.28,0.64,-0.256666666666671,-0.394166666666666,0.524166666666667,-1.04666666666666,-0.678333333333333,0.217777777777778,1.39,1.51583333333333,1.18444444444444,1.07333333333333,1.28,0.345833333333333,-0.123333333333332,0.265,0.826666666666667
1985-01-01,7.97,3.45,-5.21,-0.99,-3.46,0.65,2.68,0.43,0.835277777777778,0.550000000000003,-0.390833333333333,0.344166666666667,-0.543333333333334,0.458333333333334,0.951111111111112,0.363333333333332,1.27083333333333,0.358055555555555,-0.929999999999998,-0.263333333333334,0.676388888888889
1985-02-01,1.22,0.97,-0.24,1.42,1.1,0.58,3.67666666666666,0.928333333333334,1.03194444444444,1.22666666666667,-0.178333333333333,0.360000000000001,-1.91333333333333,0.154166666666668,0.775277777777778,0.569999999999998,1.3025,0.496111111111111,-1.21333333333333,-0.2975,0.58
1985-03-01,-0.84,-1.38,4.01,1.23,2.86,0.62,2.78333333333333,0.804166666666667,1.05916666666667,1.01333333333334,-0.2725,0.321111111111112,-0.48,0.444166666666667,0.782222222222223,0.553333333333331,1.48583333333333,0.565833333333333,0.166666666666668,-0.155,0.593611111111111
1985-04-01,-0.96,-0.14,3.6,1.62,0.71,0.72,-0.193333333333337,0.766666666666667,0.9425,-0.18333333333333,-0.205833333333333,0.283611111111112,2.45666666666667,0.645000000000001,0.967777777777778,1.42333333333333,1.34583333333333,0.569166666666667,1.55666666666667,-0.16,0.614722222222222
1985-05-01,5.07,-2.36,-0.98,1.27,-1.43,0.66,1.09,1.6875,1.1925,-1.29333333333333,-0.414166666666667,0.206666666666667,2.21,0.541666666666668,0.891111111111112,1.37333333333333,1.25083333333333,0.577777777777778,0.713333333333335,-0.236666666666667,0.578333333333333
1985-06-01,1.27,0.21,0.38,1.69,-1.02,0.55,1.79333333333333,1.6425,1.31333333333333,-0.76333333333333,-0.41,0.226666666666667,1,0.802500000000001,0.858333333333334,1.52666666666666,1.135,0.622222222222222,-0.579999999999999,-0.190833333333334,0.479722222222222
1985-07-01,-0.72,2.85,-1.62,-0.36,-0.37,0.62,1.87333333333333,1.80916666666667,1.38222222222222,0.233333333333337,0.0116666666666666,0.277777777777778,-0.74,0.635000000000001,0.811388888888889,0.866666666666665,0.811666666666667,0.584444444444444,-0.939999999999999,-0.0416666666666669,0.429444444444444
1985-08-01,-1.01,-0.3,2.34,-0.16,1.93,0.55,-0.153333333333337,0.869166666666667,1.04444444444444,0.920000000000003,0.00999999999999998,0.393333333333334,0.366666666666666,0.975000000000001,0.846111111111112,0.389999999999998,0.859166666666667,0.631388888888889,0.180000000000001,0.195,0.478333333333333
1985-09-01,-4.5,-1.84,1.21,1.11,1.58,0.6,-2.07666666666667,0.560833333333334,0.882777777777778,0.23666666666667,-0.14,0.271388888888889,0.643333333333333,0.638333333333334,0.873333333333334,0.196666666666665,0.8375,0.602222222222222,1.04666666666667,0.1275,0.522777777777778
1985-10-01,4,-1.47,0.77,0.88,-1.06,0.65,-0.503333333333337,0.964166666666667,0.681666666666667,-1.20333333333333,-0.150833333333333,0.176111111111112,1.44,0.653333333333334,0.995277777777778,0.609999999999998,0.815833333333334,0.621111111111111,0.816666666666668,0.125833333333333,0.501666666666666
1985-11-01,6.46,-0.05,-2.91,0.32,-2.35,0.61,1.98666666666666,1.65,0.731111111111111,-1.12,-0.0666666666666667,0.0527777777777784,-0.31,0.0883333333333341,0.964444444444445,0.769999999999998,0.775833333333334,0.658333333333333,-0.609999999999999,-0.2325,0.428333333333333
1985-12-01,3.88,-0.41,-1.46,0.96,-1.77,0.65,4.78,1.82,0.823333333333334,-0.64333333333333,-0.0391666666666667,0.0452777777777784,-1.2,-0.00916666666666588,0.925555555555556,0.719999999999998,0.749166666666667,0.685,-1.72666666666667,-0.273333333333334,0.351388888888889
1986-01-01,0.65,0.95,0.46,-1.99,-1.99,0.56,3.66333333333333,1.21,0.741666666666667,0.163333333333337,-0.2475,-0.023055555555555,-1.30333333333333,0.463333333333334,0.958333333333334,-0.236666666666669,0.665833333333334,0.671944444444444,-2.03666666666667,-0.150833333333334,0.311666666666667
1986-02-01,7.14,-0.72,-0.63,1.16,-1.23,0.53,3.89,1.70333333333333,0.868055555555556,-0.0599999999999966,-0.388333333333333,-0.123055555555555,-0.543333333333334,0.430833333333334,0.922500000000001,0.0433333333333312,0.644166666666667,0.714166666666667,-1.66333333333333,-0.345,0.249444444444444
1986-03-01,4.91,-0.63,-0.39,1,0.81,0.6,4.23333333333333,2.1825,0.926388888888889,-0.13333333333333,-0.325833333333333,-0.17861111111111,-0.186666666666667,0.0641666666666675,0.854444444444445,0.0566666666666646,0.625,0.747222222222222,-0.803333333333332,-0.515833333333334,0.194166666666667
1986-04-01,-1.28,2.81,-2.81,2.9,-0.1,0.52,3.59,2.15583333333333,0.706111111111111,0.48666666666667,-0.08,-0.112499999999999,-1.27666666666667,-0.469999999999999,0.764444444444445,1.68666666666666,0.731666666666667,0.829722222222222,-0.173333333333332,-0.583333333333334,0.149444444444444
1986-05-01,4.63,-1.29,-0.14,2.07,1.1,0.49,2.75333333333333,2.11916666666667,0.820555555555556,0.29666666666667,0.00916666666666666,-0.322222222222222,-1.11333333333333,-0.399999999999999,0.799444444444445,1.99,0.798333333333334,0.9375,0.603333333333335,-0.3725,0.219722222222222
1986-06-01,1.06,-0.87,1.2,1.85,0.83,0.52,1.47,2.10166666666667,0.764722222222222,0.21666666666667,-0.0808333333333334,-0.37861111111111,-0.583333333333334,-0.331666666666666,0.940833333333334,2.27333333333333,0.811666666666667,0.918055555555556,0.610000000000001,-0.218333333333334,0.264444444444444
1986-07-01,-6.43,-3.53,4.66,-0.55,0.81,0.52,-0.24666666666667,1.62583333333333,0.698888888888889,-1.89666666666666,-0.6125,-0.505833333333333,1.90666666666667,0.191666666666668,0.916388888888889,1.12333333333333,0.795833333333334,0.904722222222222,0.913333333333335,-0.12,0.206944444444444
1986-08-01,6.07,-4.34,3.54,-1.71,3.32,0.46,0.23333333333333,2.21583333333333,0.881388888888889,-2.91333333333333,-0.949166666666667,-0.506388888888888,3.13333333333333,0.291666666666668,0.859444444444445,-0.136666666666669,0.666666666666667,0.842777777777778,1.65333333333333,-0.00416666666666686,0.247777777777778
1986-09-01,-8.59,2.1,3.23,-0.17,3.71,0.45,-2.98333333333334,1.875,0.6175,-1.92333333333333,-0.620833333333333,-0.456388888888888,3.81,0.460000000000001,0.921666666666667,-0.810000000000002,0.56,0.804444444444445,2.61333333333333,0.173333333333333,0.336944444444444
1986-10-01,4.64,-2.37,-1.42,-0.01,1.01,0.46,0.706666666666663,1.92833333333333,0.841666666666667,-1.53666666666666,-0.695833333333333,-0.418055555555555,1.78333333333333,0.277500000000001,0.744444444444445,-0.630000000000002,0.485833333333334,0.826944444444444,2.68,0.345833333333333,0.281666666666667
1986-11-01,1.16,-1.86,-0.02,0.98,0.7,0.39,-0.930000000000003,1.48666666666667,0.813888888888889,-0.709999999999996,-0.846666666666667,-0.521666666666666,0.596666666666667,0.518333333333334,0.764166666666667,0.266666666666664,0.540833333333334,0.873055555555556,1.80666666666667,0.6,0.283333333333333
1986-12-01,-3.26,0.19,0.36,0.87,0.09,0.49,0.846666666666663,0.891666666666667,0.7725,-1.34666666666666,-0.796666666666667,-0.504722222222222,-0.36,0.670000000000001,0.725555555555556,0.613333333333331,0.533333333333334,0.854166666666667,0.600000000000001,0.755,0.248888888888889
1987-01-01,12.44,-1.61,-3.18,0.17,-1.03,0.42,3.44666666666666,1.87416666666667,1.17138888888889,-1.09333333333333,-1.01,-0.549444444444444,-0.946666666666667,0.366666666666667,0.429444444444445,0.673333333333331,0.713333333333334,0.883333333333333,-0.0799999999999986,0.835,0.140277777777778
1987-02-01,4.37,3.36,-5.86,-0.79,-2.55,0.43,4.51666666666666,1.64333333333333,1.425,0.64666666666667,-0.67,-0.412222222222222,-2.89333333333333,-0.0691666666666659,0.171944444444445,0.0833333333333311,0.550833333333334,0.8325,-1.16333333333333,0.725,0.0274999999999999
1987-03-01,1.63,0.32,1.66,1.3,4.17,0.47,6.14666666666666,1.37,1.45222222222222,0.690000000000003,-0.590833333333333,-0.396388888888888,-2.46,0.101666666666667,0.203333333333334,0.226666666666664,0.575833333333334,0.895555555555556,0.196666666666668,1.005,0.111388888888889
1987-04-01,-2.09,-1.58,-0.36,-0.52,1.16,0.44,1.30333333333333,1.3025,1.40833333333333,0.700000000000003,-0.956666666666667,-0.414166666666666,-1.52,0.305833333333334,0.160277777777778,-0.00333333333333556,0.290833333333334,0.789444444444445,0.926666666666668,1.11,0.122222222222222
